"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-07","Canada (excluding territories)","2016A000011124","Total, all persons","Satisfaction with amount of free time rating of 6 or 7","Average rating","Number","223","units","0","v1427777151","1.1.2.7","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Total, all persons","Satisfaction with amount of free time rating of 6 or 7","Lower bound of the 95% confidence interval, average","Number","223","units","0","v1427777152","1.1.2.8","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Total, all persons","Satisfaction with amount of free time rating of 6 or 7","Upper bound of the 95% confidence interval, average","Number","223","units","0","v1427777153","1.1.2.9","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Total, all persons","Satisfaction with amount of free time rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1427777154","1.1.3.1","45.1","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Total, all persons","Satisfaction with amount of free time rating of 8, 9 or 10","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777155","1.1.3.2","43.8","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Total, all persons","Satisfaction with amount of free time rating of 8, 9 or 10","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777156","1.1.3.3","46.3","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Total, all persons","Satisfaction with amount of free time rating of 8, 9 or 10","Number of persons","Number","223","thousands","3","v1427777157","1.1.3.4","13978","","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Total, all persons","Satisfaction with amount of free time rating of 8, 9 or 10","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777158","1.1.3.5","13583","","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Total, all persons","Satisfaction with amount of free time rating of 8, 9 or 10","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777159","1.1.3.6","14372","","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Total, all persons","Satisfaction with amount of free time rating of 8, 9 or 10","Average rating","Number","223","units","0","v1427777160","1.1.3.7","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Total, all persons","Satisfaction with amount of free time rating of 8, 9 or 10","Lower bound of the 95% confidence interval, average","Number","223","units","0","v1427777161","1.1.3.8","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Total, all persons","Satisfaction with amount of free time rating of 8, 9 or 10","Upper bound of the 95% confidence interval, average","Number","223","units","0","v1427777162","1.1.3.9","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Total, all persons","Average satisfaction with amount of free time rating","Percentage of persons","Percent","239","units","0","v1427777163","1.1.4.1","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Total, all persons","Average satisfaction with amount of free time rating","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777164","1.1.4.2","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Total, all persons","Average satisfaction with amount of free time rating","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777165","1.1.4.3","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Total, all persons","Average satisfaction with amount of free time rating","Number of persons","Number","223","thousands","3","v1427777166","1.1.4.4","","..","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Total, all persons","Average satisfaction with amount of free time rating","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777167","1.1.4.5","","..","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Total, all persons","Average satisfaction with amount of free time rating","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777168","1.1.4.6","","..","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Total, all persons","Average satisfaction with amount of free time rating","Average rating","Number","223","units","0","v1427777169","1.1.4.7","6.8","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Total, all persons","Average satisfaction with amount of free time rating","Lower bound of the 95% confidence interval, average","Number","223","units","0","v1427777170","1.1.4.8","6.7","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Total, all persons","Average satisfaction with amount of free time rating","Upper bound of the 95% confidence interval, average","Number","223","units","0","v1427777171","1.1.4.9","6.9","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1427777172","1.2.1.1","27.2","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating between 0 and 5","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777173","1.2.1.2","25.5","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating between 0 and 5","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777174","1.2.1.3","29.0","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating between 0 and 5","Number of persons","Number","223","thousands","3","v1427777175","1.2.1.4","4169","","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating between 0 and 5","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777176","1.2.1.5","3902","","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating between 0 and 5","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777177","1.2.1.6","4435","","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating between 0 and 5","Average rating","Number","223","units","0","v1427777178","1.2.1.7","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating between 0 and 5","Lower bound of the 95% confidence interval, average","Number","223","units","0","v1427777179","1.2.1.8","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating between 0 and 5","Upper bound of the 95% confidence interval, average","Number","223","units","0","v1427777180","1.2.1.9","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1427777181","1.2.2.1","27.8","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating of 6 or 7","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777182","1.2.2.2","26.1","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating of 6 or 7","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777183","1.2.2.3","29.7","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating of 6 or 7","Number of persons","Number","223","thousands","3","v1427777184","1.2.2.4","4267","","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating of 6 or 7","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777185","1.2.2.5","3992","","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating of 6 or 7","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777186","1.2.2.6","4542","","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating of 6 or 7","Average rating","Number","223","units","0","v1427777187","1.2.2.7","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating of 6 or 7","Lower bound of the 95% confidence interval, average","Number","223","units","0","v1427777188","1.2.2.8","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating of 6 or 7","Upper bound of the 95% confidence interval, average","Number","223","units","0","v1427777189","1.2.2.9","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1427777190","1.2.3.1","45.0","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating of 8, 9 or 10","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777191","1.2.3.2","43.1","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating of 8, 9 or 10","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777192","1.2.3.3","46.8","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating of 8, 9 or 10","Number of persons","Number","223","thousands","3","v1427777193","1.2.3.4","6888","","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating of 8, 9 or 10","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777194","1.2.3.5","6601","","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating of 8, 9 or 10","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777195","1.2.3.6","7176","","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating of 8, 9 or 10","Average rating","Number","223","units","0","v1427777196","1.2.3.7","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating of 8, 9 or 10","Lower bound of the 95% confidence interval, average","Number","223","units","0","v1427777197","1.2.3.8","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Satisfaction with amount of free time rating of 8, 9 or 10","Upper bound of the 95% confidence interval, average","Number","223","units","0","v1427777198","1.2.3.9","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Average satisfaction with amount of free time rating","Percentage of persons","Percent","239","units","0","v1427777199","1.2.4.1","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Average satisfaction with amount of free time rating","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777200","1.2.4.2","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Average satisfaction with amount of free time rating","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777201","1.2.4.3","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Average satisfaction with amount of free time rating","Number of persons","Number","223","thousands","3","v1427777202","1.2.4.4","","..","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Average satisfaction with amount of free time rating","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777203","1.2.4.5","","..","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Average satisfaction with amount of free time rating","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777204","1.2.4.6","","..","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Average satisfaction with amount of free time rating","Average rating","Number","223","units","0","v1427777205","1.2.4.7","6.8","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Average satisfaction with amount of free time rating","Lower bound of the 95% confidence interval, average","Number","223","units","0","v1427777206","1.2.4.8","6.7","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Men","Average satisfaction with amount of free time rating","Upper bound of the 95% confidence interval, average","Number","223","units","0","v1427777207","1.2.4.9","6.9","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1427777208","1.3.1.1","28.1","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating between 0 and 5","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777209","1.3.1.2","26.5","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating between 0 and 5","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777210","1.3.1.3","29.7","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating between 0 and 5","Number of persons","Number","223","thousands","3","v1427777211","1.3.1.4","4405","","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating between 0 and 5","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777212","1.3.1.5","4156","","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating between 0 and 5","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777213","1.3.1.6","4654","","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating between 0 and 5","Average rating","Number","223","units","0","v1427777214","1.3.1.7","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating between 0 and 5","Lower bound of the 95% confidence interval, average","Number","223","units","0","v1427777215","1.3.1.8","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating between 0 and 5","Upper bound of the 95% confidence interval, average","Number","223","units","0","v1427777216","1.3.1.9","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1427777217","1.3.2.1","26.7","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating of 6 or 7","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777218","1.3.2.2","25.2","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating of 6 or 7","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777219","1.3.2.3","28.3","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating of 6 or 7","Number of persons","Number","223","thousands","3","v1427777220","1.3.2.4","4190","","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating of 6 or 7","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777221","1.3.2.5","3946","","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating of 6 or 7","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777222","1.3.2.6","4435","","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating of 6 or 7","Average rating","Number","223","units","0","v1427777223","1.3.2.7","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating of 6 or 7","Lower bound of the 95% confidence interval, average","Number","223","units","0","v1427777224","1.3.2.8","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating of 6 or 7","Upper bound of the 95% confidence interval, average","Number","223","units","0","v1427777225","1.3.2.9","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1427777226","1.3.3.1","45.2","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating of 8, 9 or 10","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777227","1.3.3.2","43.5","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating of 8, 9 or 10","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777228","1.3.3.3","46.9","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating of 8, 9 or 10","Number of persons","Number","223","thousands","3","v1427777229","1.3.3.4","7089","","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating of 8, 9 or 10","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777230","1.3.3.5","6814","","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating of 8, 9 or 10","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777231","1.3.3.6","7365","","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating of 8, 9 or 10","Average rating","Number","223","units","0","v1427777232","1.3.3.7","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating of 8, 9 or 10","Lower bound of the 95% confidence interval, average","Number","223","units","0","v1427777233","1.3.3.8","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Satisfaction with amount of free time rating of 8, 9 or 10","Upper bound of the 95% confidence interval, average","Number","223","units","0","v1427777234","1.3.3.9","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Average satisfaction with amount of free time rating","Percentage of persons","Percent","239","units","0","v1427777235","1.3.4.1","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Average satisfaction with amount of free time rating","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777236","1.3.4.2","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Average satisfaction with amount of free time rating","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777237","1.3.4.3","","..","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Average satisfaction with amount of free time rating","Number of persons","Number","223","thousands","3","v1427777238","1.3.4.4","","..","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Average satisfaction with amount of free time rating","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777239","1.3.4.5","","..","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Average satisfaction with amount of free time rating","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777240","1.3.4.6","","..","","","0"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Average satisfaction with amount of free time rating","Average rating","Number","223","units","0","v1427777241","1.3.4.7","6.8","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Average satisfaction with amount of free time rating","Lower bound of the 95% confidence interval, average","Number","223","units","0","v1427777242","1.3.4.8","6.7","","","","1"
"2021-07","Canada (excluding territories)","2016A000011124","Women","Average satisfaction with amount of free time rating","Upper bound of the 95% confidence interval, average","Number","223","units","0","v1427777243","1.3.4.9","6.9","","","","1"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1427777244","2.1.1.1","28.4","","","","1"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating between 0 and 5","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777245","2.1.1.2","25.7","","","","1"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating between 0 and 5","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777246","2.1.1.3","31.2","","","","1"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating between 0 and 5","Number of persons","Number","223","thousands","3","v1427777247","2.1.1.4","583","","","","0"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating between 0 and 5","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777248","2.1.1.5","527","","","","0"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating between 0 and 5","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777249","2.1.1.6","639","","","","0"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating between 0 and 5","Average rating","Number","223","units","0","v1427777250","2.1.1.7","","..","","","1"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating between 0 and 5","Lower bound of the 95% confidence interval, average","Number","223","units","0","v1427777251","2.1.1.8","","..","","","1"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating between 0 and 5","Upper bound of the 95% confidence interval, average","Number","223","units","0","v1427777252","2.1.1.9","","..","","","1"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1427777253","2.1.2.1","24.5","","","","1"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating of 6 or 7","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777254","2.1.2.2","22.0","","","","1"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating of 6 or 7","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777255","2.1.2.3","27.3","","","","1"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating of 6 or 7","Number of persons","Number","223","thousands","3","v1427777256","2.1.2.4","505","","","","0"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating of 6 or 7","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777257","2.1.2.5","451","","","","0"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating of 6 or 7","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777258","2.1.2.6","559","","","","0"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating of 6 or 7","Average rating","Number","223","units","0","v1427777259","2.1.2.7","","..","","","1"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating of 6 or 7","Lower bound of the 95% confidence interval, average","Number","223","units","0","v1427777260","2.1.2.8","","..","","","1"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating of 6 or 7","Upper bound of the 95% confidence interval, average","Number","223","units","0","v1427777261","2.1.2.9","","..","","","1"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1427777262","2.1.3.1","47.1","","","","1"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating of 8, 9 or 10","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777263","2.1.3.2","44.1","","","","1"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating of 8, 9 or 10","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777264","2.1.3.3","50.1","","","","1"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating of 8, 9 or 10","Number of persons","Number","223","thousands","3","v1427777265","2.1.3.4","968","","","","0"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating of 8, 9 or 10","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777266","2.1.3.5","907","","","","0"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating of 8, 9 or 10","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777267","2.1.3.6","1029","","","","0"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating of 8, 9 or 10","Average rating","Number","223","units","0","v1427777268","2.1.3.7","","..","","","1"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating of 8, 9 or 10","Lower bound of the 95% confidence interval, average","Number","223","units","0","v1427777269","2.1.3.8","","..","","","1"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Satisfaction with amount of free time rating of 8, 9 or 10","Upper bound of the 95% confidence interval, average","Number","223","units","0","v1427777270","2.1.3.9","","..","","","1"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Average satisfaction with amount of free time rating","Percentage of persons","Percent","239","units","0","v1427777271","2.1.4.1","","..","","","1"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Average satisfaction with amount of free time rating","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777272","2.1.4.2","","..","","","1"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Average satisfaction with amount of free time rating","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427777273","2.1.4.3","","..","","","1"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Average satisfaction with amount of free time rating","Number of persons","Number","223","thousands","3","v1427777274","2.1.4.4","","..","","","0"
"2021-07","Atlantic Region","2016A00011","Total, all persons","Average satisfaction with amount of free time rating","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427777275","2.1.4.5","","..","","","0"
