"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Sometimes has people to depend on when needed","Number of persons","Number","223","thousands","3","v1331410621","3.1.2.4","61","E","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Sometimes has people to depend on when needed","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410622","3.1.2.5","44","E","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Sometimes has people to depend on when needed","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410623","3.1.2.6","78","E","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410624","3.1.3.1","8.5","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Rarely or never has people to depend on when needed","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410625","3.1.3.2","5.8","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Rarely or never has people to depend on when needed","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410626","3.1.3.3","12.3","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Rarely or never has people to depend on when needed","Number of persons","Number","223","thousands","3","v1331410627","3.1.3.4","","F","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Rarely or never has people to depend on when needed","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410628","3.1.3.5","","F","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Rarely or never has people to depend on when needed","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410629","3.1.3.6","","F","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410630","3.2.1.1","75.1","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Always or often has people to depend on when needed","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410631","3.2.1.2","67.3","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Always or often has people to depend on when needed","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410632","3.2.1.3","81.5","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Always or often has people to depend on when needed","Number of persons","Number","223","thousands","3","v1331410633","3.2.1.4","160","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Always or often has people to depend on when needed","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410634","3.2.1.5","144","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Always or often has people to depend on when needed","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410635","3.2.1.6","175","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Sometimes has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410636","3.2.2.1","12.3","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Sometimes has people to depend on when needed","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410637","3.2.2.2","8.1","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Sometimes has people to depend on when needed","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410638","3.2.2.3","18.3","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Sometimes has people to depend on when needed","Number of persons","Number","223","thousands","3","v1331410639","3.2.2.4","","F","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Sometimes has people to depend on when needed","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410640","3.2.2.5","","F","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Sometimes has people to depend on when needed","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410641","3.2.2.6","","F","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Rarely or never has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410642","3.2.3.1","12.6","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Rarely or never has people to depend on when needed","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410643","3.2.3.2","7.7","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Rarely or never has people to depend on when needed","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410644","3.2.3.3","19.8","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Rarely or never has people to depend on when needed","Number of persons","Number","223","thousands","3","v1331410645","3.2.3.4","","F","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Rarely or never has people to depend on when needed","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410646","3.2.3.5","","F","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Rarely or never has people to depend on when needed","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410647","3.2.3.6","","F","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Always or often has people to depend on when needed","Percentage of persons","Percent","239","units","0","v1331410648","3.3.1.1","80.3","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Always or often has people to depend on when needed","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410649","3.3.1.2","73.4","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Always or often has people to depend on when needed","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410650","3.3.1.3","85.7","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Always or often has people to depend on when needed","Number of persons","Number","223","thousands","3","v1331410651","3.3.1.4","184","","","","0"
