"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-07","Atlantic Region","2016A00011","Total, all persons","No opinion on sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411273","2.1.3.2","16.2","","","","1"
"2021-07","Atlantic Region","2016A00011","Total, all persons","No opinion on sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411274","2.1.3.3","20.9","","","","1"
"2021-07","Atlantic Region","2016A00011","Total, all persons","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411275","2.1.3.4","379","","","","0"
"2021-07","Atlantic Region","2016A00011","Total, all persons","No opinion on sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411276","2.1.3.5","331","","","","0"
"2021-07","Atlantic Region","2016A00011","Total, all persons","No opinion on sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411277","2.1.3.6","428","","","","0"
"2021-07","Atlantic Region","2016A00011","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411278","2.2.1.1","51.8","","","","1"
"2021-07","Atlantic Region","2016A00011","Men","Very strong or somewhat strong sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411279","2.2.1.2","47.3","","","","1"
"2021-07","Atlantic Region","2016A00011","Men","Very strong or somewhat strong sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411280","2.2.1.3","56.4","","","","1"
"2021-07","Atlantic Region","2016A00011","Men","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411281","2.2.1.4","519","","","","0"
"2021-07","Atlantic Region","2016A00011","Men","Very strong or somewhat strong sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411282","2.2.1.5","473","","","","0"
"2021-07","Atlantic Region","2016A00011","Men","Very strong or somewhat strong sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411283","2.2.1.6","565","","","","0"
"2021-07","Atlantic Region","2016A00011","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411284","2.2.2.1","29.7","","","","1"
"2021-07","Atlantic Region","2016A00011","Men","Somewhat weak or very weak sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411285","2.2.2.2","25.5","","","","1"
"2021-07","Atlantic Region","2016A00011","Men","Somewhat weak or very weak sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411286","2.2.2.3","34.2","","","","1"
"2021-07","Atlantic Region","2016A00011","Men","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411287","2.2.2.4","297","","","","0"
"2021-07","Atlantic Region","2016A00011","Men","Somewhat weak or very weak sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411288","2.2.2.5","253","","","","0"
"2021-07","Atlantic Region","2016A00011","Men","Somewhat weak or very weak sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411289","2.2.2.6","341","","","","0"
"2021-07","Atlantic Region","2016A00011","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411290","2.2.3.1","18.5","","","","1"
"2021-07","Atlantic Region","2016A00011","Men","No opinion on sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411291","2.2.3.2","15.0","","","","1"
"2021-07","Atlantic Region","2016A00011","Men","No opinion on sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411292","2.2.3.3","22.5","","","","1"
"2021-07","Atlantic Region","2016A00011","Men","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411293","2.2.3.4","185","","","","0"
"2021-07","Atlantic Region","2016A00011","Men","No opinion on sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411294","2.2.3.5","148","","","","0"
"2021-07","Atlantic Region","2016A00011","Men","No opinion on sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411295","2.2.3.6","222","","","","0"
"2021-07","Atlantic Region","2016A00011","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411296","2.3.1.1","49.8","","","","1"
"2021-07","Atlantic Region","2016A00011","Women","Very strong or somewhat strong sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411297","2.3.1.2","45.8","","","","1"
"2021-07","Atlantic Region","2016A00011","Women","Very strong or somewhat strong sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411298","2.3.1.3","53.7","","","","1"
"2021-07","Atlantic Region","2016A00011","Women","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411299","2.3.1.4","524","","","","0"
"2021-07","Atlantic Region","2016A00011","Women","Very strong or somewhat strong sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411300","2.3.1.5","482","","","","0"
"2021-07","Atlantic Region","2016A00011","Women","Very strong or somewhat strong sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411301","2.3.1.6","566","","","","0"
"2021-07","Atlantic Region","2016A00011","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411302","2.3.2.1","31.8","","","","1"
"2021-07","Atlantic Region","2016A00011","Women","Somewhat weak or very weak sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411303","2.3.2.2","28.3","","","","1"
"2021-07","Atlantic Region","2016A00011","Women","Somewhat weak or very weak sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411304","2.3.2.3","35.6","","","","1"
"2021-07","Atlantic Region","2016A00011","Women","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411305","2.3.2.4","335","","","","0"
"2021-07","Atlantic Region","2016A00011","Women","Somewhat weak or very weak sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411306","2.3.2.5","296","","","","0"
"2021-07","Atlantic Region","2016A00011","Women","Somewhat weak or very weak sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411307","2.3.2.6","375","","","","0"
"2021-07","Atlantic Region","2016A00011","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411308","2.3.3.1","18.4","","","","1"
"2021-07","Atlantic Region","2016A00011","Women","No opinion on sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411309","2.3.3.2","15.7","","","","1"
"2021-07","Atlantic Region","2016A00011","Women","No opinion on sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411310","2.3.3.3","21.5","","","","1"
"2021-07","Atlantic Region","2016A00011","Women","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411311","2.3.3.4","194","","","","0"
"2021-07","Atlantic Region","2016A00011","Women","No opinion on sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411312","2.3.3.5","163","","","","0"
"2021-07","Atlantic Region","2016A00011","Women","No opinion on sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411313","2.3.3.6","225","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411314","3.1.1.1","53.3","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411315","3.1.1.2","46.7","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411316","3.1.1.3","59.7","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411317","3.1.1.4","236","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411318","3.1.1.5","207","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411319","3.1.1.6","265","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411320","3.1.2.1","29.4","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411321","3.1.2.2","23.9","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411322","3.1.2.3","35.6","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411323","3.1.2.4","130","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411324","3.1.2.5","104","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411325","3.1.2.6","157","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411326","3.1.3.1","17.3","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","No opinion on sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411327","3.1.3.2","13.0","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","No opinion on sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411328","3.1.3.3","22.7","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411329","3.1.3.4","77","E","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","No opinion on sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411330","3.1.3.5","55","E","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Total, all persons","No opinion on sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411331","3.1.3.6","98","E","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411332","3.2.1.1","52.0","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Very strong or somewhat strong sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411333","3.2.1.2","41.1","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Very strong or somewhat strong sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411334","3.2.1.3","62.8","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411335","3.2.1.4","111","E","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Very strong or somewhat strong sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411336","3.2.1.5","87","E","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Very strong or somewhat strong sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411337","3.2.1.6","135","E","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411338","3.2.2.1","33.3","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Somewhat weak or very weak sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411339","3.2.2.2","24.0","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Somewhat weak or very weak sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411340","3.2.2.3","44.1","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411341","3.2.2.4","","F","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Somewhat weak or very weak sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411342","3.2.2.5","","F","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Men","Somewhat weak or very weak sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411343","3.2.2.6","","F","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411344","3.2.3.1","14.7","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","No opinion on sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411345","3.2.3.2","8.4","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","No opinion on sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411346","3.2.3.3","24.3","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Men","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411347","3.2.3.4","","F","","","0"
