"REF_DATE","GEO","DGUID","Indoor air quality","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","Canada","2016A000011124","Opened windows during the summer season, every day","Percent","239","units ","0","v95650320","1.19","82","","","","0"
"2013","Canada","2016A000011124","Opened windows during the summer season, at least once a week","Percent","239","units ","0","v95650321","1.20","13","","","","0"
"2013","Canada","2016A000011124","Opened windows during the summer season, a few times during the season","Percent","239","units ","0","v95650322","1.21","4","","","","0"
"2013","Canada","2016A000011124","Never opened windows during the summer season","Percent","239","units ","0","v95650323","1.22","1","","","","0"
"2013","Canada","2016A000011124","Turned on a floor or ceiling fan to increase air circulation to improve indoor air quality","Percent","239","units ","0","v95650324","1.23","59","","","","0"
"2013","Canada","2016A000011124","Used an air conditioner more frequently to improve indoor air quality","Percent","239","units ","0","v95650325","1.24","14","","","","0"
"2013","Canada","2016A000011124","Used a dehumidifier or humidifier to improve indoor air quality","Percent","239","units ","0","v95650326","1.25","43","","","","0"
"2013","Canada","2016A000011124","Used a dehumidifier to improve indoor air quality","Percent","239","units ","0","v95650327","1.26","30","","","","0"
"2013","Canada","2016A000011124","Used a humidifier to improve indoor air quality","Percent","239","units ","0","v95650328","1.27","22","","","","0"
"2013","Canada","2016A000011124","Used both a dehumidifier and a humidifier to improve indoor air quality","Percent","239","units ","0","v95650329","1.28","10","","","","0"
"2013","Canada","2016A000011124","Used an air cleaning system to improve indoor air quality","Percent","239","units ","0","v95650330","1.29","13","","","","0"
"2013","Canada","2016A000011124","Used higher quality filters in the furnace to improve indoor air quality","Percent","239","units ","0","v95650331","1.30","46","","","","0"
"2013","Canada","2016A000011124","Used furnace fan or heat recovery ventilation (HRV) system to increase air circulation to improve air quality","Percent","239","units ","0","v95650332","1.31","38","","","","0"
"2013","Canada","2016A000011124","Used air fresheners such as potpourri, solid or spray air fresheners, essential oil dispensers, or incense to improve indoor air quality","Percent","239","units ","0","v95650333","1.32","33","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Rated indoor air quality as excellent, very good or good","Percent","239","units ","0","v95650334","2.1","92","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Rated indoor air quality as excellent","Percent","239","units ","0","v95650335","2.2","26","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Rated indoor air quality as very good","Percent","239","units ","0","v95650336","2.3","38","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Rated indoor air quality as good","Percent","239","units ","0","v95650337","2.4","28","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Rated indoor air quality as fair or poor","Percent","239","units ","0","v95650338","2.5","7","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","Rated indoor air quality as fair","Percent","239","units ","0","v95650339","2.6","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Rated indoor air quality as poor","Percent","239","units ","0","v95650340","2.7","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months","Percent","239","units ","0","v95650341","2.8","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as excellent, very good or good","Percent","239","units ","0","v95709209","2.33","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as excellent","Percent","239","units ","0","v95709210","2.34","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as very good","Percent","239","units ","0","v95709211","2.35","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as good","Percent","239","units ","0","v95709212","2.36","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as fair or poor","Percent","239","units ","0","v95709213","2.37","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as fair","Percent","239","units ","0","v95709214","2.38","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as poor","Percent","239","units ","0","v95709215","2.39","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","No members of the household believed to have had health problems caused by the quality of the air in the dwelling in the previous 12 months","Percent","239","units ","0","v95650342","2.9","93","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Condensation other than moisture from showers or cooking noticed on the inside surfaces of windows during the previous 12 months","Percent","239","units ","0","v95650343","2.10","15","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Mold or mildew noticed in the dwelling during the previous 12 months","Percent","239","units ","0","v95650344","2.11","14","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Opened windows more often to increase air circulation to improve air quality","Percent","239","units ","0","v95650345","2.12","86","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Opened windows during the winter season","Percent","239","units ","0","v95650346","2.13","78","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Opened windows during the winter season, every day","Percent","239","units ","0","v95650347","2.14","16","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Opened windows during the winter season, at least once a week","Percent","239","units ","0","v95650348","2.15","24","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Opened windows during the winter season, a few times during the season","Percent","239","units ","0","v95650349","2.16","38","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Never opened windows during the winter season","Percent","239","units ","0","v95650350","2.17","18","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Opened windows during the summer season","Percent","239","units ","0","v95650351","2.18","99","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Opened windows during the summer season, every day","Percent","239","units ","0","v95650352","2.19","87","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Opened windows during the summer season, at least once a week","Percent","239","units ","0","v95650353","2.20","11","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","Opened windows during the summer season, a few times during the season","Percent","239","units ","0","v95650354","2.21","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Never opened windows during the summer season","Percent","239","units ","0","v95650355","2.22","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Turned on a floor or ceiling fan to increase air circulation to improve indoor air quality","Percent","239","units ","0","v95650356","2.23","66","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Used an air conditioner more frequently to improve indoor air quality","Percent","239","units ","0","v95650357","2.24","3","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","Used a dehumidifier or humidifier to improve indoor air quality","Percent","239","units ","0","v95650358","2.25","45","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Used a dehumidifier to improve indoor air quality","Percent","239","units ","0","v95650359","2.26","41","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Used a humidifier to improve indoor air quality","Percent","239","units ","0","v95650360","2.27","12","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","Used both a dehumidifier and a humidifier to improve indoor air quality","Percent","239","units ","0","v95650361","2.28","8","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","Used an air cleaning system to improve indoor air quality","Percent","239","units ","0","v95650362","2.29","19","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Used higher quality filters in the furnace to improve indoor air quality","Percent","239","units ","0","v95650363","2.30","32","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","Used furnace fan or heat recovery ventilation (HRV) system to increase air circulation to improve air quality","Percent","239","units ","0","v95650364","2.31","25","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","Used air fresheners such as potpourri, solid or spray air fresheners, essential oil dispensers, or incense to improve indoor air quality","Percent","239","units ","0","v95650365","2.32","43","","","","0"
"2013","Prince Edward Island","2016A000211","Rated indoor air quality as excellent, very good or good","Percent","239","units ","0","v95650366","3.1","96","","","","0"
"2013","Prince Edward Island","2016A000211","Rated indoor air quality as excellent","Percent","239","units ","0","v95650367","3.2","20","","","","0"
"2013","Prince Edward Island","2016A000211","Rated indoor air quality as very good","Percent","239","units ","0","v95650368","3.3","46","","","","0"
"2013","Prince Edward Island","2016A000211","Rated indoor air quality as good","Percent","239","units ","0","v95650369","3.4","30","","","","0"
"2013","Prince Edward Island","2016A000211","Rated indoor air quality as fair or poor","Percent","239","units ","0","v95650370","3.5","","F","","","0"
"2013","Prince Edward Island","2016A000211","Rated indoor air quality as fair","Percent","239","units ","0","v95650371","3.6","","F","","","0"
"2013","Prince Edward Island","2016A000211","Rated indoor air quality as poor","Percent","239","units ","0","v95650372","3.7","","F","","","0"
"2013","Prince Edward Island","2016A000211","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months","Percent","239","units ","0","v95650373","3.8","","F","","","0"
"2013","Prince Edward Island","2016A000211","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as excellent, very good or good","Percent","239","units ","0","v95709216","3.33","","F","","","0"
"2013","Prince Edward Island","2016A000211","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as excellent","Percent","239","units ","0","v95709217","3.34","","F","","","0"
"2013","Prince Edward Island","2016A000211","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as very good","Percent","239","units ","0","v95709218","3.35","","F","","","0"
"2013","Prince Edward Island","2016A000211","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as good","Percent","239","units ","0","v95709219","3.36","","F","","","0"
"2013","Prince Edward Island","2016A000211","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as fair or poor","Percent","239","units ","0","v95709220","3.37","","F","","","0"
"2013","Prince Edward Island","2016A000211","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as fair","Percent","239","units ","0","v95709221","3.38","","F","","","0"
"2013","Prince Edward Island","2016A000211","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as poor","Percent","239","units ","0","v95709222","3.39","","F","","","0"
"2013","Prince Edward Island","2016A000211","No members of the household believed to have had health problems caused by the quality of the air in the dwelling in the previous 12 months","Percent","239","units ","0","v95650374","3.9","98","","","","0"
"2013","Prince Edward Island","2016A000211","Condensation other than moisture from showers or cooking noticed on the inside surfaces of windows during the previous 12 months","Percent","239","units ","0","v95650375","3.10","17","","","","0"
"2013","Prince Edward Island","2016A000211","Mold or mildew noticed in the dwelling during the previous 12 months","Percent","239","units ","0","v95650376","3.11","16","","","","0"
"2013","Prince Edward Island","2016A000211","Opened windows more often to increase air circulation to improve air quality","Percent","239","units ","0","v95650377","3.12","95","","","","0"
"2013","Prince Edward Island","2016A000211","Opened windows during the winter season","Percent","239","units ","0","v95650378","3.13","91","","","","0"
"2013","Prince Edward Island","2016A000211","Opened windows during the winter season, every day","Percent","239","units ","0","v95650379","3.14","31","","","","0"
"2013","Prince Edward Island","2016A000211","Opened windows during the winter season, at least once a week","Percent","239","units ","0","v95650380","3.15","31","","","","0"
"2013","Prince Edward Island","2016A000211","Opened windows during the winter season, a few times during the season","Percent","239","units ","0","v95650381","3.16","29","","","","0"
"2013","Prince Edward Island","2016A000211","Never opened windows during the winter season","Percent","239","units ","0","v95650382","3.17","9","E","","","0"
"2013","Prince Edward Island","2016A000211","Opened windows during the summer season","Percent","239","units ","0","v95650383","3.18","100","","","","0"
"2013","Prince Edward Island","2016A000211","Opened windows during the summer season, every day","Percent","239","units ","0","v95650384","3.19","94","","","","0"
"2013","Prince Edward Island","2016A000211","Opened windows during the summer season, at least once a week","Percent","239","units ","0","v95650385","3.20","","F","","","0"
"2013","Prince Edward Island","2016A000211","Opened windows during the summer season, a few times during the season","Percent","239","units ","0","v95650386","3.21","","F","","","0"
"2013","Prince Edward Island","2016A000211","Never opened windows during the summer season","Percent","239","units ","0","v95650387","3.22","","F","","","0"
"2013","Prince Edward Island","2016A000211","Turned on a floor or ceiling fan to increase air circulation to improve indoor air quality","Percent","239","units ","0","v95650388","3.23","71","","","","0"
"2013","Prince Edward Island","2016A000211","Used an air conditioner more frequently to improve indoor air quality","Percent","239","units ","0","v95650389","3.24","","F","","","0"
"2013","Prince Edward Island","2016A000211","Used a dehumidifier or humidifier to improve indoor air quality","Percent","239","units ","0","v95650390","3.25","52","","","","0"
"2013","Prince Edward Island","2016A000211","Used a dehumidifier to improve indoor air quality","Percent","239","units ","0","v95650391","3.26","48","","","","0"
"2013","Prince Edward Island","2016A000211","Used a humidifier to improve indoor air quality","Percent","239","units ","0","v95650392","3.27","9","E","","","0"
"2013","Prince Edward Island","2016A000211","Used both a dehumidifier and a humidifier to improve indoor air quality","Percent","239","units ","0","v95650393","3.28","","F","","","0"
"2013","Prince Edward Island","2016A000211","Used an air cleaning system to improve indoor air quality","Percent","239","units ","0","v95650394","3.29","12","","","","0"
"2013","Prince Edward Island","2016A000211","Used higher quality filters in the furnace to improve indoor air quality","Percent","239","units ","0","v95650395","3.30","16","E","","","0"
"2013","Prince Edward Island","2016A000211","Used furnace fan or heat recovery ventilation (HRV) system to increase air circulation to improve air quality","Percent","239","units ","0","v95650396","3.31","24","E","","","0"
"2013","Prince Edward Island","2016A000211","Used air fresheners such as potpourri, solid or spray air fresheners, essential oil dispensers, or incense to improve indoor air quality","Percent","239","units ","0","v95650397","3.32","29","","","","0"
"2013","Nova Scotia","2016A000212","Rated indoor air quality as excellent, very good or good","Percent","239","units ","0","v95650398","4.1","89","","","","0"
"2013","Nova Scotia","2016A000212","Rated indoor air quality as excellent","Percent","239","units ","0","v95650399","4.2","18","","","","0"
"2013","Nova Scotia","2016A000212","Rated indoor air quality as very good","Percent","239","units ","0","v95650400","4.3","41","","","","0"
"2013","Nova Scotia","2016A000212","Rated indoor air quality as good","Percent","239","units ","0","v95650401","4.4","30","","","","0"
"2013","Nova Scotia","2016A000212","Rated indoor air quality as fair or poor","Percent","239","units ","0","v95650402","4.5","10","E","","","0"
"2013","Nova Scotia","2016A000212","Rated indoor air quality as fair","Percent","239","units ","0","v95650403","4.6","8","E","","","0"
"2013","Nova Scotia","2016A000212","Rated indoor air quality as poor","Percent","239","units ","0","v95650404","4.7","","F","","","0"
"2013","Nova Scotia","2016A000212","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months","Percent","239","units ","0","v95650405","4.8","4","E","","","0"
"2013","Nova Scotia","2016A000212","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as excellent, very good or good","Percent","239","units ","0","v95709223","4.33","58","E","","","0"
"2013","Nova Scotia","2016A000212","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as excellent","Percent","239","units ","0","v95709224","4.34","","F","","","0"
"2013","Nova Scotia","2016A000212","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as very good","Percent","239","units ","0","v95709225","4.35","","F","","","0"
"2013","Nova Scotia","2016A000212","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as good","Percent","239","units ","0","v95709226","4.36","","F","","","0"
"2013","Nova Scotia","2016A000212","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as fair or poor","Percent","239","units ","0","v95709227","4.37","","F","","","0"
"2013","Nova Scotia","2016A000212","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as fair","Percent","239","units ","0","v95709228","4.38","","F","","","0"
"2013","Nova Scotia","2016A000212","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as poor","Percent","239","units ","0","v95709229","4.39","","F","","","0"
"2013","Nova Scotia","2016A000212","No members of the household believed to have had health problems caused by the quality of the air in the dwelling in the previous 12 months","Percent","239","units ","0","v95650406","4.9","95","","","","0"
"2013","Nova Scotia","2016A000212","Condensation other than moisture from showers or cooking noticed on the inside surfaces of windows during the previous 12 months","Percent","239","units ","0","v95650407","4.10","19","","","","0"
"2013","Nova Scotia","2016A000212","Mold or mildew noticed in the dwelling during the previous 12 months","Percent","239","units ","0","v95650408","4.11","21","","","","0"
"2013","Nova Scotia","2016A000212","Opened windows more often to increase air circulation to improve air quality","Percent","239","units ","0","v95650409","4.12","93","","","","0"
"2013","Nova Scotia","2016A000212","Opened windows during the winter season","Percent","239","units ","0","v95650410","4.13","83","","","","0"
"2013","Nova Scotia","2016A000212","Opened windows during the winter season, every day","Percent","239","units ","0","v95650411","4.14","27","","","","0"
"2013","Nova Scotia","2016A000212","Opened windows during the winter season, at least once a week","Percent","239","units ","0","v95650412","4.15","29","","","","0"
"2013","Nova Scotia","2016A000212","Opened windows during the winter season, a few times during the season","Percent","239","units ","0","v95650413","4.16","28","","","","0"
"2013","Nova Scotia","2016A000212","Never opened windows during the winter season","Percent","239","units ","0","v95650414","4.17","16","","","","0"
"2013","Nova Scotia","2016A000212","Opened windows during the summer season","Percent","239","units ","0","v95650415","4.18","99","","","","0"
"2013","Nova Scotia","2016A000212","Opened windows during the summer season, every day","Percent","239","units ","0","v95650416","4.19","91","","","","0"
"2013","Nova Scotia","2016A000212","Opened windows during the summer season, at least once a week","Percent","239","units ","0","v95650417","4.20","7","E","","","0"
"2013","Nova Scotia","2016A000212","Opened windows during the summer season, a few times during the season","Percent","239","units ","0","v95650418","4.21","","F","","","0"
"2013","Nova Scotia","2016A000212","Never opened windows during the summer season","Percent","239","units ","0","v95650419","4.22","","F","","","0"
"2013","Nova Scotia","2016A000212","Turned on a floor or ceiling fan to increase air circulation to improve indoor air quality","Percent","239","units ","0","v95650420","4.23","62","","","","0"
"2013","Nova Scotia","2016A000212","Used an air conditioner more frequently to improve indoor air quality","Percent","239","units ","0","v95650421","4.24","8","E","","","0"
"2013","Nova Scotia","2016A000212","Used a dehumidifier or humidifier to improve indoor air quality","Percent","239","units ","0","v95650422","4.25","50","","","","0"
"2013","Nova Scotia","2016A000212","Used a dehumidifier to improve indoor air quality","Percent","239","units ","0","v95650423","4.26","46","","","","0"
"2013","Nova Scotia","2016A000212","Used a humidifier to improve indoor air quality","Percent","239","units ","0","v95650424","4.27","11","","","","0"
"2013","Nova Scotia","2016A000212","Used both a dehumidifier and a humidifier to improve indoor air quality","Percent","239","units ","0","v95650425","4.28","7","E","","","0"
"2013","Nova Scotia","2016A000212","Used an air cleaning system to improve indoor air quality","Percent","239","units ","0","v95650426","4.29","16","","","","0"
"2013","Nova Scotia","2016A000212","Used higher quality filters in the furnace to improve indoor air quality","Percent","239","units ","0","v95650427","4.30","34","","","","0"
"2013","Nova Scotia","2016A000212","Used furnace fan or heat recovery ventilation (HRV) system to increase air circulation to improve air quality","Percent","239","units ","0","v95650428","4.31","23","E","","","0"
"2013","Nova Scotia","2016A000212","Used air fresheners such as potpourri, solid or spray air fresheners, essential oil dispensers, or incense to improve indoor air quality","Percent","239","units ","0","v95650429","4.32","36","","","","0"
"2013","New Brunswick","2016A000213","Rated indoor air quality as excellent, very good or good","Percent","239","units ","0","v95650430","5.1","92","","","","0"
"2013","New Brunswick","2016A000213","Rated indoor air quality as excellent","Percent","239","units ","0","v95650431","5.2","21","","","","0"
"2013","New Brunswick","2016A000213","Rated indoor air quality as very good","Percent","239","units ","0","v95650432","5.3","39","","","","0"
"2013","New Brunswick","2016A000213","Rated indoor air quality as good","Percent","239","units ","0","v95650433","5.4","31","","","","0"
"2013","New Brunswick","2016A000213","Rated indoor air quality as fair or poor","Percent","239","units ","0","v95650434","5.5","7","E","","","0"
"2013","New Brunswick","2016A000213","Rated indoor air quality as fair","Percent","239","units ","0","v95650435","5.6","6","E","","","0"
"2013","New Brunswick","2016A000213","Rated indoor air quality as poor","Percent","239","units ","0","v95650436","5.7","","F","","","0"
"2013","New Brunswick","2016A000213","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months","Percent","239","units ","0","v95650437","5.8","4","E","","","0"
"2013","New Brunswick","2016A000213","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as excellent, very good or good","Percent","239","units ","0","v95709230","5.33","72","","","","0"
"2013","New Brunswick","2016A000213","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as excellent","Percent","239","units ","0","v95709231","5.34","","F","","","0"
"2013","New Brunswick","2016A000213","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as very good","Percent","239","units ","0","v95709232","5.35","","F","","","0"
"2013","New Brunswick","2016A000213","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as good","Percent","239","units ","0","v95709233","5.36","","F","","","0"
"2013","New Brunswick","2016A000213","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as fair or poor","Percent","239","units ","0","v95709234","5.37","","F","","","0"
"2013","New Brunswick","2016A000213","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as fair","Percent","239","units ","0","v95709235","5.38","","F","","","0"
"2013","New Brunswick","2016A000213","A member of the household may have had health problems caused by the quality of the air in the dwelling in the previous 12 months and indoor air quality rated as poor","Percent","239","units ","0","v95709236","5.39","","F","","","0"
"2013","New Brunswick","2016A000213","No members of the household believed to have had health problems caused by the quality of the air in the dwelling in the previous 12 months","Percent","239","units ","0","v95650438","5.9","94","","","","0"
"2013","New Brunswick","2016A000213","Condensation other than moisture from showers or cooking noticed on the inside surfaces of windows during the previous 12 months","Percent","239","units ","0","v95650439","5.10","24","","","","0"
"2013","New Brunswick","2016A000213","Mold or mildew noticed in the dwelling during the previous 12 months","Percent","239","units ","0","v95650440","5.11","12","","","","0"
"2013","New Brunswick","2016A000213","Opened windows more often to increase air circulation to improve air quality","Percent","239","units ","0","v95650441","5.12","88","","","","0"
"2013","New Brunswick","2016A000213","Opened windows during the winter season","Percent","239","units ","0","v95650442","5.13","81","","","","0"
"2013","New Brunswick","2016A000213","Opened windows during the winter season, every day","Percent","239","units ","0","v95650443","5.14","22","","","","0"
"2013","New Brunswick","2016A000213","Opened windows during the winter season, at least once a week","Percent","239","units ","0","v95650444","5.15","30","","","","0"
"2013","New Brunswick","2016A000213","Opened windows during the winter season, a few times during the season","Percent","239","units ","0","v95650445","5.16","29","","","","0"
"2013","New Brunswick","2016A000213","Never opened windows during the winter season","Percent","239","units ","0","v95650446","5.17","18","","","","0"
"2013","New Brunswick","2016A000213","Opened windows during the summer season","Percent","239","units ","0","v95650447","5.18","99","","","","0"
"2013","New Brunswick","2016A000213","Opened windows during the summer season, every day","Percent","239","units ","0","v95650448","5.19","85","","","","0"
"2013","New Brunswick","2016A000213","Opened windows during the summer season, at least once a week","Percent","239","units ","0","v95650449","5.20","11","","","","0"
"2013","New Brunswick","2016A000213","Opened windows during the summer season, a few times during the season","Percent","239","units ","0","v95650450","5.21","4","E","","","0"
"2013","New Brunswick","2016A000213","Never opened windows during the summer season","Percent","239","units ","0","v95650451","5.22","","F","","","0"
"2013","New Brunswick","2016A000213","Turned on a floor or ceiling fan to increase air circulation to improve indoor air quality","Percent","239","units ","0","v95650452","5.23","64","","","","0"
"2013","New Brunswick","2016A000213","Used an air conditioner more frequently to improve indoor air quality","Percent","239","units ","0","v95650453","5.24","12","","","","0"
"2013","New Brunswick","2016A000213","Used a dehumidifier or humidifier to improve indoor air quality","Percent","239","units ","0","v95650454","5.25","55","","","","0"
"2013","New Brunswick","2016A000213","Used a dehumidifier to improve indoor air quality","Percent","239","units ","0","v95650455","5.26","51","","","","0"
"2013","New Brunswick","2016A000213","Used a humidifier to improve indoor air quality","Percent","239","units ","0","v95650456","5.27","13","","","","0"
"2013","New Brunswick","2016A000213","Used both a dehumidifier and a humidifier to improve indoor air quality","Percent","239","units ","0","v95650457","5.28","10","E","","","0"
